time,Water_Temperature_degC,Conductivity_uS_per_cm,Pressure_dbar,Turbidity_FNU,Site_number
18-Feb-2000 06:00:00,15,19.6,0.431882868,230.496556270706,120001A
18-Feb-2000 07:00:00,15,19.6,0.5012493,243.386120699493,120001A
18-Feb-2000 08:00:00,15,19.6,0.569455581,270.649909057287,120001A
18-Feb-2000 09:00:00,15,19.6,0.660501941,301.283157636392,120001A
18-Feb-2000 10:00:00,15,19.6,0.779778069,334.216867597323,120001A
18-Feb-2000 11:00:00,15,19.6,0.886637564,348.879098421356,120001A
18-Feb-2000 12:00:00,15,19.6,0.960786854,322.67327279751,120001A
18-Feb-2000 13:00:00,15,19.6,1.008872105,318.120596911581,120001A
18-Feb-2000 14:00:00,15,19.6,1.043661234,328.029314711314,120001A
18-Feb-2000 15:00:00,15,19.6,1.070216283,331.346936538219,120001A
18-Feb-2000 16:00:00,15,19.6,1.084448509,321.95015598663,120001A
18-Feb-2000 17:00:00,15,19.6,1.086233222,317.770741158404,120001A
18-Feb-2000 18:00:00,15,19.6,1.07283088,317.337997924943,120001A
18-Feb-2000 19:00:00,15,19.6,1.048688711,319.358558399242,120001A
18-Feb-2000 20:00:00,15,19.6,1.018128422,300.567483095634,120001A
18-Feb-2000 21:00:00,15,19.6,0.980055776,293.54315486698,120001A
18-Feb-2000 22:00:00,15,19.6,0.948521036,276.551470664739,120001A
18-Feb-2000 23:00:00,15,19.6,0.922198583,284.293407156342,120001A
19-Feb-2000 00:00:00,15,19.6,0.907027674,300.065387179463,120001A
19-Feb-2000 01:00:00,15,19.6,0.906263028,286.089779983535,120001A
19-Feb-2000 02:00:00,15,19.6,0.908319895,306.261019831869,120001A
19-Feb-2000 03:00:00,15,19.6,0.91191425,301.0802409125,120001A
19-Feb-2000 04:00:00,15,19.6,0.920290825,291.820129563714,120001A
19-Feb-2000 05:00:00,15,19.6,0.918803896,283.647827431887,120001A
19-Feb-2000 06:00:00,15,19.6,0.914579941,284.411892104819,120001A
19-Feb-2000 07:00:00,15,19.6,0.904368606,285.438480722054,120001A
19-Feb-2000 08:00:00,15,19.6,0.896278047,290.995610060082,120001A
19-Feb-2000 09:00:00,15,19.6,0.909109529,296.789900518398,120001A
19-Feb-2000 10:00:00,15,19.6,0.939522612,322.782395568932,120001A
19-Feb-2000 11:00:00,15,19.6,0.955823671,307.898885420731,120001A
19-Feb-2000 12:00:00,15,19.6,0.966850791,310.797453337583,120001A
19-Feb-2000 13:00:00,15,19.6,0.977237441,306.459693515746,120001A
19-Feb-2000 14:00:00,15,19.6,0.975132813,291.490921570952,120001A
19-Feb-2000 15:00:00,15,19.6,0.970754811,303.161460290784,120001A
19-Feb-2000 16:00:00,15,19.6,0.966371322,307.50939067629,120001A
19-Feb-2000 17:00:00,15,19.6,0.964805454,314.147207523184,120001A
19-Feb-2000 18:00:00,15,19.6,0.962535146,307.080731222036,120001A
19-Feb-2000 19:00:00,15,19.6,0.959335024,307.484018840328,120001A
19-Feb-2000 20:00:00,15,19.6,0.957496922,307.681683319645,120001A
19-Feb-2000 21:00:00,15,19.6,0.96831296,305.91349760617,120001A
19-Feb-2000 22:00:00,15,19.6,0.987687016,311.467158429816,120001A
19-Feb-2000 23:00:00,15,19.6,1.023144356,343.580559090282,120001A
20-Feb-2000 00:00:00,15,19.6,1.077696899,355.819208559863,120001A
20-Feb-2000 01:00:00,15,19.6,1.146076912,364.745054679317,120001A
20-Feb-2000 02:00:00,15,19.6,1.246469619,417.898241138747,120001A
20-Feb-2000 03:00:00,15,19.6,1.380806949,443.827599582128,120001A
20-Feb-2000 04:00:00,15,19.6,1.542784245,495.626702200744,120001A
20-Feb-2000 05:00:00,15,19.6,1.723612355,577.617873399782,120001A
20-Feb-2000 06:00:00,15,19.6,1.919352766,579.809029776486,120001A
20-Feb-2000 07:00:00,15,19.6,2.127035462,635.706963326456,120001A
20-Feb-2000 08:00:00,15,19.6,2.351519583,657.352031557944,120001A
20-Feb-2000 09:00:00,15,19.6,2.598599898,770.997303196205,120001A
20-Feb-2000 10:00:00,15,19.6,2.866351591,807.172916269252,120001A
20-Feb-2000 11:00:00,15,19.6,3.101605259,802.596395211238,120001A
20-Feb-2000 12:00:00,15,19.6,3.28909933,868.384796748559,120001A
20-Feb-2000 13:00:00,15,19.6,3.433625003,766.861181391959,120001A
20-Feb-2000 14:00:00,15,19.6,3.535885676,802.639258999493,120001A
20-Feb-2000 15:00:00,15,19.6,3.575436972,770.684095071902,120001A
20-Feb-2000 16:00:00,15,19.6,3.571183915,735.825619422168,120001A
20-Feb-2000 17:00:00,15,19.6,3.543775095,724.203305768554,120001A
20-Feb-2000 18:00:00,15,19.6,3.477644227,681.49700227095,120001A
20-Feb-2000 19:00:00,15,19.6,3.38671739,676.043742185653,120001A
20-Feb-2000 20:00:00,15,19.6,3.282515085,620.611073315662,120001A
20-Feb-2000 21:00:00,15,19.6,3.176841736,611.558778850856,120001A
20-Feb-2000 22:00:00,15,19.6,3.066122823,630.294866790793,120001A
20-Feb-2000 23:00:00,15,19.6,2.973039878,608.302114623642,120001A
21-Feb-2000 00:00:00,15,19.6,2.887805345,580.139447086681,120001A
21-Feb-2000 01:00:00,15,19.6,2.806168433,599.15958857756,120001A
21-Feb-2000 02:00:00,15,19.6,2.724049841,564.165411564831,120001A
21-Feb-2000 03:00:00,15,19.6,2.6663492,572.967329238722,120001A
21-Feb-2000 04:00:00,15,19.6,2.615401069,569.804122849805,120001A
21-Feb-2000 05:00:00,15,19.6,2.584691261,570.44788675343,120001A
21-Feb-2000 06:00:00,15,19.6,2.564632552,580.398720372195,120001A
21-Feb-2000 07:00:00,15,19.6,2.570654812,593.296700359521,120001A
21-Feb-2000 08:00:00,15,19.6,2.609737464,629.340014295185,120001A
21-Feb-2000 09:00:00,15,19.6,2.687953386,654.746184737147,120001A
21-Feb-2000 10:00:00,15,19.6,2.810590608,793.889932059784,120001A
21-Feb-2000 11:00:00,15,19.6,2.962521862,730.219061002706,120001A
21-Feb-2000 12:00:00,15,19.6,3.054622108,743.373698487608,120001A
21-Feb-2000 13:00:00,15,19.6,3.146564179,714.696429067487,120001A
21-Feb-2000 14:00:00,15,19.6,3.202917561,689.556079308881,120001A
21-Feb-2000 15:00:00,15,19.6,3.233214944,725.690976231632,120001A
21-Feb-2000 16:00:00,15,19.6,3.246580164,715.502537019931,120001A
21-Feb-2000 17:00:00,15,19.6,3.265789605,703.003810128207,120001A
21-Feb-2000 18:00:00,15,19.6,3.268766092,711.177323688719,120001A
21-Feb-2000 19:00:00,15,19.6,3.268908666,705.989809008476,120001A
21-Feb-2000 20:00:00,15,19.6,3.26905123,683.376883174644,120001A
21-Feb-2000 21:00:00,15,19.6,3.269193799,703.144284724242,120001A
21-Feb-2000 22:00:00,15,19.6,3.270255703,684.896486493927,120001A
21-Feb-2000 23:00:00,15,19.6,3.274721745,686.218094206473,120001A
22-Feb-2000 00:00:00,15,19.6,3.281491356,704.429315746057,120001A
22-Feb-2000 01:00:00,15,19.6,3.288389412,695.093311577499,120001A
22-Feb-2000 02:00:00,15,19.6,3.295280404,734.330774234509,120001A
22-Feb-2000 03:00:00,15,19.6,3.3021644,738.246320645112,120001A
22-Feb-2000 04:00:00,15,19.6,3.307608158,743.150115190671,120001A
22-Feb-2000 05:00:00,15,19.6,3.333017134,758.951500823972,120001A
22-Feb-2000 06:00:00,15,19.6,3.387110078,761.650442030997,120001A
22-Feb-2000 07:00:00,15,19.6,3.43635044,787.552300205969,120001A
22-Feb-2000 08:00:00,15,19.6,3.47391332,754.847854299589,120001A
22-Feb-2000 09:00:00,15,19.6,3.475787265,751.315949857878,120001A
22-Feb-2000 10:00:00,15,19.6,3.476725033,764.566831924819,120001A
22-Feb-2000 11:00:00,15,19.6,3.480781984,755.146386711644,120001A
22-Feb-2000 12:00:00,15,19.6,3.487220545,767.179553051995,120001A
22-Feb-2000 13:00:00,15,19.6,3.493865146,757.208248911905,120001A
22-Feb-2000 14:00:00,15,19.6,3.500503523,761.364514700562,120001A
22-Feb-2000 15:00:00,15,19.6,3.507135656,750.798847891664,120001A
22-Feb-2000 16:00:00,15,19.6,3.513836923,773.330930570287,120001A
22-Feb-2000 17:00:00,15,19.6,3.517757976,747.765783382228,120001A
22-Feb-2000 18:00:00,15,19.6,3.527005777,771.959341786509,120001A
22-Feb-2000 19:00:00,15,19.6,3.537037324,741.883372909711,120001A
22-Feb-2000 20:00:00,15,19.6,3.547051487,767.896745297107,120001A
22-Feb-2000 21:00:00,15,19.6,3.558410874,746.194283010862,120001A
22-Feb-2000 22:00:00,15,19.6,3.561575456,735.724430357035,120001A
22-Feb-2000 23:00:00,15,19.6,3.578712695,814.563910021137,120001A
23-Feb-2000 00:00:00,15,19.6,3.623197021,782.770710933417,120001A
23-Feb-2000 01:00:00,15,19.6,3.657355586,847.720942665303,120001A
23-Feb-2000 02:00:00,15,19.6,3.702103415,800.786730323711,120001A
23-Feb-2000 03:00:00,15,19.6,3.749231463,823.557057882293,120001A
23-Feb-2000 04:00:00,15,19.6,3.802175803,840.678014472833,120001A
23-Feb-2000 05:00:00,15,19.6,3.84759806,819.727617060964,120001A
23-Feb-2000 06:00:00,15,19.6,3.894789162,850.009083079079,120001A
23-Feb-2000 07:00:00,15,19.6,3.953494964,879.251830960094,120001A
23-Feb-2000 08:00:00,15,19.6,4.024412881,921.28376885851,120001A
23-Feb-2000 09:00:00,15,19.6,4.091006511,863.799547448365,120001A
23-Feb-2000 10:00:00,15,19.6,4.147368053,884.983645576078,120001A
23-Feb-2000 11:00:00,15,19.6,4.182037707,882.680461960592,120001A
23-Feb-2000 12:00:00,15,19.6,4.182293375,860.47941489946,120001A
23-Feb-2000 13:00:00,15,19.6,4.170019707,880.433725367249,120001A
23-Feb-2000 14:00:00,15,19.6,4.153756642,845.984836284408,120001A
23-Feb-2000 15:00:00,15,19.6,4.149517385,833.094434266061,120001A
23-Feb-2000 16:00:00,15,19.6,4.150439024,842.259221874831,120001A
23-Feb-2000 17:00:00,15,19.6,4.152640584,852.880094539922,120001A
23-Feb-2000 18:00:00,15,19.6,4.177118295,895.723176105075,120001A
23-Feb-2000 19:00:00,15,19.6,4.208005137,932.553608287757,120001A
23-Feb-2000 20:00:00,15,19.6,4.243646943,916.410527910595,120001A
23-Feb-2000 21:00:00,15,19.6,4.292905903,914.596374045307,120001A
23-Feb-2000 22:00:00,15,19.6,4.343875398,1000.95768952415,120001A
23-Feb-2000 23:00:00,15,19.6,4.407974095,983.315640758472,120001A
24-Feb-2000 00:00:00,15,19.6,4.480532061,964.902119179623,120001A
24-Feb-2000 01:00:00,15,19.6,4.542307635,981.288557650513,120001A
24-Feb-2000 02:00:00,15,19.6,4.604888213,986.521095547677,120001A
24-Feb-2000 03:00:00,15,19.6,4.650917975,989.52488687749,120001A
24-Feb-2000 04:00:00,15,19.6,4.68736109,983.686486325757,120001A
24-Feb-2000 05:00:00,15,19.6,4.708523516,977.414698669618,120001A
24-Feb-2000 06:00:00,15,19.6,4.731260238,1029.16832437249,120001A
24-Feb-2000 07:00:00,15,19.6,4.768146367,1057.30032446559,120001A
24-Feb-2000 08:00:00,15,19.6,4.817040945,1042.20129654569,120001A
24-Feb-2000 09:00:00,15,19.6,4.884314854,1125.12675577858,120001A
24-Feb-2000 10:00:00,15,19.6,4.977314226,1128.4757377481,120001A
24-Feb-2000 11:00:00,15,19.6,5.097417473,1185.71875379842,120001A
24-Feb-2000 12:00:00,15,19.6,5.249966365,1235.54545713629,120001A
24-Feb-2000 13:00:00,15,19.6,5.426316665,1239.34515908216,120001A
24-Feb-2000 14:00:00,15,19.6,5.608467511,1255.15991123499,120001A
24-Feb-2000 15:00:00,15,19.6,5.79521773,1340.49412364502,120001A
24-Feb-2000 16:00:00,15,19.6,5.971418723,1368.55970659822,120001A
24-Feb-2000 17:00:00,15,19.6,6.158578901,1430.91487640312,120001A
24-Feb-2000 18:00:00,15,19.6,6.332909074,1431.69448768291,120001A
24-Feb-2000 19:00:00,15,19.6,6.514812685,1419.46308209647,120001A
24-Feb-2000 20:00:00,15,19.6,6.665046254,1415.91422691699,120001A
24-Feb-2000 21:00:00,15,19.6,6.78330329,1440.5434207334,120001A
24-Feb-2000 22:00:00,15,19.6,6.871330421,1362.37792319597,120001A
24-Feb-2000 23:00:00,15,19.6,6.899726518,1312.62457956849,120001A
25-Feb-2000 00:00:00,15,19.6,6.88852701,1390.06369966726,120001A
25-Feb-2000 01:00:00,15,19.6,6.871837976,1338.87589390008,120001A
25-Feb-2000 02:00:00,15,19.6,6.841056825,1313.82946303911,120001A
25-Feb-2000 03:00:00,15,19.6,6.755226967,1266.22167560361,120001A
25-Feb-2000 04:00:00,15,19.6,6.657985165,1222.1414228215,120001A
25-Feb-2000 05:00:00,15,19.6,6.560041224,1171.51758279781,120001A
25-Feb-2000 06:00:00,15,19.6,6.434548931,1161.04199601496,120001A
25-Feb-2000 07:00:00,15,19.6,6.322803976,1118.89776707604,120001A
25-Feb-2000 08:00:00,15,19.6,6.202799604,1131.88121702717,120001A
25-Feb-2000 09:00:00,15,19.6,6.099212882,1077.68325782924,120001A
25-Feb-2000 10:00:00,15,19.6,5.981992185,1107.72234738008,120001A
25-Feb-2000 11:00:00,15,19.6,5.880271711,1172.59485517597,120001A
25-Feb-2000 12:00:00,15,19.6,5.808524895,1096.889196328,120001A
25-Feb-2000 13:00:00,15,19.6,5.734759745,1096.63007464867,120001A
25-Feb-2000 14:00:00,15,19.6,5.671136167,1099.00917104809,120001A
25-Feb-2000 15:00:00,15,19.6,5.610951606,1073.55759823499,120001A
25-Feb-2000 16:00:00,15,19.6,5.549927894,1101.8928492663,120001A
25-Feb-2000 17:00:00,15,19.6,5.502198367,1078.51950063126,120001A
25-Feb-2000 18:00:00,15,19.6,5.46126898,1094.40512406061,120001A
25-Feb-2000 19:00:00,15,19.6,5.41269939,1030.62432053616,120001A
25-Feb-2000 20:00:00,15,19.6,5.372151338,1039.82196494652,120001A
25-Feb-2000 21:00:00,15,19.6,5.331091569,1052.89665251699,120001A
25-Feb-2000 22:00:00,15,19.6,5.299001622,1035.14315021391,120001A
25-Feb-2000 23:00:00,15,19.6,5.266172585,1034.70154208951,120001A
26-Feb-2000 00:00:00,15,19.6,5.232190394,1043.25241633531,120001A
26-Feb-2000 01:00:00,15,19.6,5.205248983,1051.92322413317,120001A
26-Feb-2000 02:00:00,15,19.6,5.178547148,1056.68325265231,120001A
26-Feb-2000 03:00:00,15,19.6,5.152583768,1004.65673379873,120001A
26-Feb-2000 04:00:00,15,19.6,5.134183738,1046.50334330604,120001A
26-Feb-2000 05:00:00,15,19.6,5.117170466,1029.00088438979,120001A
26-Feb-2000 06:00:00,15,19.6,5.101022855,993.777477793272,120001A
26-Feb-2000 07:00:00,15,19.6,5.086305413,1015.34687909085,120001A
26-Feb-2000 08:00:00,15,19.6,5.071594331,1032.08460052569,120001A
26-Feb-2000 09:00:00,15,19.6,5.056426831,973.321267861146,120001A
26-Feb-2000 10:00:00,15,19.6,5.040715451,1001.26441404417,120001A
26-Feb-2000 11:00:00,15,19.6,5.022411486,1011.70131264298,120001A
26-Feb-2000 12:00:00,15,19.6,5.019966185,967.480416552369,120001A
26-Feb-2000 13:00:00,15,19.6,5.020239095,1031.25667278719,120001A
26-Feb-2000 14:00:00,15,19.6,5.020512023,1040.22646488575,120001A
26-Feb-2000 15:00:00,15,19.6,5.020784944,1032.40568789713,120001A
26-Feb-2000 16:00:00,15,19.6,5.02105783,990.350906390226,120001A
26-Feb-2000 17:00:00,15,19.6,5.022576885,962.044064941925,120001A
26-Feb-2000 18:00:00,15,19.6,5.028105962,1047.39765729577,120001A
26-Feb-2000 19:00:00,15,19.6,5.036533272,1012.45608758804,120001A
26-Feb-2000 20:00:00,15,19.6,5.045051003,1070.61359817931,120001A
26-Feb-2000 21:00:00,15,19.6,5.053560823,1082.77241429414,120001A
26-Feb-2000 22:00:00,15,19.6,5.06143135,1026.32538994036,120001A
26-Feb-2000 23:00:00,15,19.6,5.068281276,1038.8852634578,120001A
27-Feb-2000 00:00:00,15,19.6,5.071297175,1034.7933605996,120001A
27-Feb-2000 01:00:00,15,19.6,5.091400658,1018.25179743325,120001A
27-Feb-2000 02:00:00,15,19.6,5.112960876,1089.61332031404,120001A
27-Feb-2000 03:00:00,15,19.6,5.119482742,1058.59197682798,120001A
27-Feb-2000 04:00:00,15,19.6,5.125494039,1098.42244176461,120001A
27-Feb-2000 05:00:00,15,19.6,5.13312098,1035.67107507201,120001A
27-Feb-2000 06:00:00,15,19.6,5.137557472,1075.00396994331,120001A
27-Feb-2000 07:00:00,15,19.6,5.154480788,1038.85262565939,120001A
27-Feb-2000 08:00:00,15,19.6,5.165222616,1059.13678027259,120001A
27-Feb-2000 09:00:00,15,19.6,5.17542952,1081.17070127641,120001A
27-Feb-2000 10:00:00,15,19.6,5.185634204,1085.79106200156,120001A
27-Feb-2000 11:00:00,15,19.6,5.196948612,1063.18188552754,120001A
27-Feb-2000 12:00:00,15,19.6,5.19837587,1040.10778865368,120001A
27-Feb-2000 13:00:00,15,19.6,5.198516418,1069.08729625703,120001A
27-Feb-2000 14:00:00,15,19.6,5.198661555,1050.50069316344,120001A
27-Feb-2000 15:00:00,15,19.6,5.19880669,1050.01901509768,120001A
27-Feb-2000 16:00:00,15,19.6,5.198951823,1073.30288976881,120001A
27-Feb-2000 17:00:00,15,19.6,5.19709568,1031.39351659841,120001A
27-Feb-2000 18:00:00,15,19.6,5.195807579,1039.32832739173,120001A
27-Feb-2000 19:00:00,15,19.6,5.174744599,1067.89496910477,120001A
27-Feb-2000 20:00:00,15,19.6,5.154840195,1058.36305630184,120001A
27-Feb-2000 21:00:00,15,19.6,5.144327248,992.412620036617,120001A
27-Feb-2000 22:00:00,15,19.6,5.134339819,1031.56830164213,120001A
27-Feb-2000 23:00:00,15,19.6,5.124354223,997.528167248629,120001A
28-Feb-2000 00:00:00,15,19.6,5.114053578,1041.07420623842,120001A
28-Feb-2000 01:00:00,15,19.6,5.100210538,999.782609924455,120001A
28-Feb-2000 02:00:00,15,19.6,5.085541026,1045.29635425545,120001A
28-Feb-2000 03:00:00,15,19.6,5.070584253,1049.12828548152,120001A
28-Feb-2000 04:00:00,15,19.6,5.052829972,1005.16200395868,120001A
28-Feb-2000 05:00:00,15,19.6,5.034292179,1062.52829786077,120001A
28-Feb-2000 06:00:00,15,19.6,5.024769694,1002.08413581467,120001A
28-Feb-2000 07:00:00,15,19.6,5.009237261,975.060217621947,120001A
28-Feb-2000 08:00:00,15,19.6,4.991378511,1034.997086647,120001A
28-Feb-2000 09:00:00,15,19.6,4.973484519,1006.82933787185,120001A
28-Feb-2000 10:00:00,15,19.6,4.955521052,966.692674518887,120001A
28-Feb-2000 11:00:00,15,19.6,4.938820159,1010.64137519017,120001A
28-Feb-2000 12:00:00,15,19.6,4.92660794,1022.95012899915,120001A
28-Feb-2000 13:00:00,15,19.6,4.914726687,1013.44233324178,120001A
28-Feb-2000 14:00:00,15,19.6,4.902840246,976.866767026744,120001A
28-Feb-2000 15:00:00,15,19.6,4.890347689,982.653638077228,120001A
28-Feb-2000 16:00:00,15,19.6,4.877236195,992.653517205266,120001A
28-Feb-2000 17:00:00,15,19.6,4.864064175,1024.73744510337,120001A
28-Feb-2000 18:00:00,15,19.6,4.853658804,994.749536999479,120001A
28-Feb-2000 19:00:00,15,19.6,4.843480225,936.26223013656,120001A
28-Feb-2000 20:00:00,15,19.6,4.831524724,984.945850715375,120001A
28-Feb-2000 21:00:00,15,19.6,4.819575346,997.72569219124,120001A
28-Feb-2000 22:00:00,15,19.6,4.805899639,957.514627958509,120001A
28-Feb-2000 23:00:00,15,19.6,4.788125836,965.077403088918,120001A
29-Feb-2000 00:00:00,15,19.6,4.769367206,976.230252652761,120001A
29-Feb-2000 01:00:00,15,19.6,4.738734679,926.585758890534,120001A
29-Feb-2000 02:00:00,15,19.6,4.711086881,989.865369440648,120001A
29-Feb-2000 03:00:00,15,19.6,4.687530944,953.679290088407,120001A
29-Feb-2000 04:00:00,15,19.6,4.649915826,911.508934707413,120001A
29-Feb-2000 05:00:00,15,19.6,4.613265527,921.620014294406,120001A
29-Feb-2000 06:00:00,15,19.6,4.579485427,940.685492530401,120001A
29-Feb-2000 07:00:00,15,19.6,4.546488233,921.609512311881,120001A
29-Feb-2000 08:00:00,15,19.6,4.515674207,871.636436258766,120001A
29-Feb-2000 09:00:00,15,19.6,4.48078404,924.633880296003,120001A
29-Feb-2000 10:00:00,15,19.6,4.449673081,893.058475451718,120001A
29-Feb-2000 11:00:00,15,19.6,4.42084575,889.46388996893,120001A
29-Feb-2000 12:00:00,15,19.6,4.388086144,875.050405432115,120001A
29-Feb-2000 13:00:00,15,19.6,4.359269384,869.963811465977,120001A
29-Feb-2000 14:00:00,15,19.6,4.329941639,871.341240679886,120001A
29-Feb-2000 15:00:00,15,19.6,4.308204837,902.984109537441,120001A
29-Feb-2000 16:00:00,15,19.6,4.293688567,830.408281663155,120001A
29-Feb-2000 17:00:00,15,19.6,4.277646683,862.141843771331,120001A
29-Feb-2000 18:00:00,15,19.6,4.259715949,886.760117511284,120001A
29-Feb-2000 19:00:00,15,19.6,4.236351064,817.888077366502,120001A
29-Feb-2000 20:00:00,15,19.6,4.212877524,898.398974298173,120001A
29-Feb-2000 21:00:00,15,19.6,4.191902486,862.1558327418,120001A
29-Feb-2000 22:00:00,15,19.6,4.169865348,851.366077277507,120001A
29-Feb-2000 23:00:00,15,19.6,4.147414132,844.941352646425,120001A
01-Mar-2000 00:00:00,15,19.6,4.123179576,830.553329452356,120001A
01-Mar-2000 01:00:00,15,19.6,4.097312042,825.818610262218,120001A
01-Mar-2000 02:00:00,15,19.6,4.075850713,812.066082154822,120001A
01-Mar-2000 03:00:00,15,19.6,4.058673399,796.424985600774,120001A
01-Mar-2000 04:00:00,15,19.6,4.03791537,835.766668078618,120001A
01-Mar-2000 05:00:00,15,19.6,4.023400943,816.956743974148,120001A
01-Mar-2000 06:00:00,15,19.6,4.010962642,838.629048382987,120001A
01-Mar-2000 07:00:00,15,19.6,3.998336082,838.184236295309,120001A
01-Mar-2000 08:00:00,15,19.6,4.00016144,861.965060483223,120001A
01-Mar-2000 09:00:00,15,19.6,4.038245022,872.232697995827,120001A
01-Mar-2000 10:00:00,15,19.6,4.073821555,854.033799664129,120001A
01-Mar-2000 11:00:00,15,19.6,4.090730497,879.086829757938,120001A
01-Mar-2000 12:00:00,15,19.6,4.103076335,858.477738451077,120001A
01-Mar-2000 13:00:00,15,19.6,4.106511161,844.543105729117,120001A
01-Mar-2000 14:00:00,15,19.6,4.108574977,849.794781695535,120001A
01-Mar-2000 15:00:00,15,19.6,4.108526449,838.024464790348,120001A
01-Mar-2000 16:00:00,15,19.6,4.107469526,844.586296900539,120001A
01-Mar-2000 17:00:00,15,19.6,4.106412461,864.71642987655,120001A
01-Mar-2000 18:00:00,15,19.6,4.104272336,849.210535292934,120001A
01-Mar-2000 19:00:00,15,19.6,4.100058705,854.36159918741,120001A
01-Mar-2000 20:00:00,15,19.6,4.094851603,848.183945876671,120001A
01-Mar-2000 21:00:00,15,19.6,4.089641081,856.585642229878,120001A
01-Mar-2000 22:00:00,15,19.6,4.084427073,862.609966977465,120001A
01-Mar-2000 23:00:00,15,19.6,4.079209603,872.22022399332,120001A
02-Mar-2000 00:00:00,15,19.6,4.076315851,840.065477596265,120001A
02-Mar-2000 01:00:00,15,19.6,4.067105489,818.993346212805,120001A
02-Mar-2000 02:00:00,15,19.6,4.051643175,836.993951057221,120001A
02-Mar-2000 03:00:00,15,19.6,4.044709792,859.442457024089,120001A
02-Mar-2000 04:00:00,15,19.6,4.037328657,867.007273417744,120001A
02-Mar-2000 05:00:00,15,19.6,4.032847335,856.125234622861,120001A
02-Mar-2000 06:00:00,15,19.6,4.01973257,841.208500460638,120001A
02-Mar-2000 07:00:00,15,19.6,4.007645322,824.506321874793,120001A
02-Mar-2000 08:00:00,15,19.6,4.000781525,806.389245370921,120001A
02-Mar-2000 09:00:00,15,19.6,3.996278001,814.199424442501,120001A
02-Mar-2000 10:00:00,15,19.6,3.981898111,806.312898741383,120001A
02-Mar-2000 11:00:00,15,19.6,3.967726475,812.865385266568,120001A
